uniqueID	drugName	condition	review	rating	date	usefulCount
2856	Acetaminophen	Pain	Results are hit or miss. Some days are better than others. I was prescribed Acetaminophen for pain.	4	June 10, 2019	42
2857	Levothyroxine	Hypothyroidism	No major complaints but no major improvements either. I was prescribed Levothyroxine for hypothyroidism.	4	August 27, 2016	51
2858	Isotretinoin	Acne	Average medication. Does what it is supposed to do. I was prescribed Isotretinoin for acne.	5	November 26, 2015	47
2859	Pantoprazole	GERD	Been taking for months with consistent positive results. I was prescribed Pantoprazole for gerd.	8	January 05, 2016	185
2860	Pantoprazole	GERD	No major complaints but no major improvements either. I was prescribed Pantoprazole for gerd.	6	March 24, 2021	198
2861	Sumatriptan	Migraine	Results are hit or miss. Some days are better than others. I was prescribed Sumatriptan for migraine.	4	October 14, 2016	88
2862	Diazepam	Anxiety	Highly recommend to anyone dealing with this condition. I was prescribed Diazepam for anxiety.	7	September 14, 2022	100
2863	Mirena	Birth Control	Caused severe headaches and nausea. I was prescribed Mirena for birth control.	3	March 13, 2020	180
2864	Omeprazole	GERD	Been taking for months with consistent positive results. I was prescribed Omeprazole for gerd.	7	June 10, 2016	81
2865	Tramadol	Pain	Very effective treatment. I was prescribed Tramadol for pain.	7	March 05, 2018	172
2866	Ezetimibe	High Cholesterol	Been on this for a while. Seems to help somewhat. I was prescribed Ezetimibe for high cholesterol.	5	October 21, 2015	88
2867	Nitrofurantoin	UTI	Too many side effects. Had to switch medications. I was prescribed Nitrofurantoin for uti.	3	October 28, 2021	45
2868	Ranitidine	GERD	The drowsiness was unbearable. Could not function normally. I was prescribed Ranitidine for gerd.	3	October 24, 2018	128
2869	Metoprolol	High Blood Pressure	Works well with minimal side effects. I was prescribed Metoprolol for high blood pressure.	7	March 29, 2022	58
2870	Tramadol	Pain	Great results overall. I was prescribed Tramadol for pain.	9	July 01, 2015	54
2871	Montelukast	Allergies	It works okay but nothing spectacular. I was prescribed Montelukast for allergies.	4	October 22, 2018	98
2872	Benzoyl Peroxide	Acne	I noticed improvement within the first week. I was prescribed Benzoyl Peroxide for acne.	7	March 13, 2018	79
2873	Budesonide	Asthma	Terrible side effects made me stop taking it. I was prescribed Budesonide for asthma.	1	December 05, 2017	107
2874	Doxycycline	Acne	Results are hit or miss. Some days are better than others. I was prescribed Doxycycline for acne.	4	August 26, 2022	132
2875	Diazepam	Anxiety	It works okay but nothing spectacular. I was prescribed Diazepam for anxiety.	5	November 19, 2018	175
2876	Diazepam	Anxiety	Terrible side effects made me stop taking it. I was prescribed Diazepam for anxiety.	3	October 20, 2016	81
2877	Gabapentin	Pain	Not worth the side effects. Very disappointed. I was prescribed Gabapentin for pain.	3	April 22, 2019	175
2878	Levothyroxine	Hypothyroidism	Results are hit or miss. Some days are better than others. I was prescribed Levothyroxine for hypothyroidism.	4	May 02, 2022	171
2879	Budesonide	Asthma	It works okay but nothing spectacular. I was prescribed Budesonide for asthma.	6	May 25, 2018	108
2880	Ambien	Insomnia	Been on this for a while. Seems to help somewhat. I was prescribed Ambien for insomnia.	5	January 19, 2020	128
2881	Propranolol	Migraine	The drowsiness was unbearable. Could not function normally. I was prescribed Propranolol for migraine.	1	December 31, 2020	93
2882	Alprazolam	Anxiety	Caused severe headaches and nausea. I was prescribed Alprazolam for anxiety.	1	December 17, 2020	194
2883	Albuterol	Asthma	Some improvement but still dealing with symptoms. I was prescribed Albuterol for asthma.	4	January 29, 2015	86
2884	Quetiapine	Bipolar Disorder	Great results overall. I was prescribed Quetiapine for bipolar disorder.	7	October 10, 2020	157
2885	Liothyronine	Hypothyroidism	Terrible side effects made me stop taking it. I was prescribed Liothyronine for hypothyroidism.	1	March 18, 2020	72
2886	Metformin	Diabetes Type 2	Results are hit or miss. Some days are better than others. I was prescribed Metformin for diabetes type 2.	4	February 29, 2020	93
2887	Januvia	Diabetes Type 2	Average medication. Does what it is supposed to do. I was prescribed Januvia for diabetes type 2.	4	October 10, 2019	86
2888	Cetirizine	Allergies	Highly recommend to anyone dealing with this condition. I was prescribed Cetirizine for allergies.	9	December 30, 2017	45
2889	Fexofenadine	Allergies	Results are hit or miss. Some days are better than others. I was prescribed Fexofenadine for allergies.	5	March 13, 2015	114
2890	Meloxicam	Arthritis	No major complaints but no major improvements either. I was prescribed Meloxicam for arthritis.	6	May 26, 2015	152
2891	Hydroxyzine	Anxiety	No major complaints but no major improvements either. I was prescribed Hydroxyzine for anxiety.	6	May 30, 2015	136
2892	Fluticasone	Asthma	Made my condition worse. Would not recommend. I was prescribed Fluticasone for asthma.	1	December 11, 2015	136
2893	Alprazolam	Anxiety	I noticed improvement within the first week. I was prescribed Alprazolam for anxiety.	7	February 05, 2022	126
2894	Simvastatin	High Cholesterol	Average medication. Does what it is supposed to do. I was prescribed Simvastatin for high cholesterol.	6	February 20, 2020	176
2895	Amoxicillin	Pneumonia	Highly recommend to anyone dealing with this condition. I was prescribed Amoxicillin for pneumonia.	7	May 19, 2021	117
2896	Metformin	Diabetes Type 2	Very effective treatment. I was prescribed Metformin for diabetes type 2.	10	March 07, 2019	9
2897	Gabapentin	Pain	Did not work for me at all. Waste of money. I was prescribed Gabapentin for pain.	1	April 14, 2019	131
2898	Escitalopram	Depression	My doctor recommended this and it really helped. I was prescribed Escitalopram for depression.	10	September 27, 2019	102
2899	Amlodipine	High Blood Pressure	No major complaints but no major improvements either. I was prescribed Amlodipine for high blood pressure.	5	November 18, 2017	184
2900	Bupropion	Depression	It works okay but nothing spectacular. I was prescribed Bupropion for depression.	6	February 23, 2017	146
2901	Trazodone	Insomnia	Been on this for a while. Seems to help somewhat. I was prescribed Trazodone for insomnia.	5	October 06, 2020	138
2902	Omeprazole	GERD	Average medication. Does what it is supposed to do. I was prescribed Omeprazole for gerd.	4	June 06, 2021	121
2903	Mirena	Birth Control	Average medication. Does what it is supposed to do. I was prescribed Mirena for birth control.	4	September 22, 2022	199
2904	Isotretinoin	Acne	Been on this for a while. Seems to help somewhat. I was prescribed Isotretinoin for acne.	6	July 13, 2022	11
2905	Doxycycline	Pneumonia	Made my condition worse. Would not recommend. I was prescribed Doxycycline for pneumonia.	2	August 09, 2022	72
2906	Ambien	Insomnia	Been taking for months with consistent positive results. I was prescribed Ambien for insomnia.	7	April 28, 2017	4
2907	Rosuvastatin	High Cholesterol	Average medication. Does what it is supposed to do. I was prescribed Rosuvastatin for high cholesterol.	4	December 29, 2017	118
2908	Levofloxacin	Pneumonia	Did not work for me at all. Waste of money. I was prescribed Levofloxacin for pneumonia.	3	June 25, 2017	57
2909	Losartan	High Blood Pressure	Some improvement but still dealing with symptoms. I was prescribed Losartan for high blood pressure.	4	September 19, 2015	156
2910	Montelukast	Allergies	Changed my life for the better. Finally feel normal again. I was prescribed Montelukast for allergies.	9	September 20, 2019	162
2911	Levofloxacin	Pneumonia	Been on this for a while. Seems to help somewhat. I was prescribed Levofloxacin for pneumonia.	4	May 13, 2019	121
2912	Adderall	ADHD	Average medication. Does what it is supposed to do. I was prescribed Adderall for adhd.	6	October 27, 2018	81
2913	Propranolol	Migraine	Some improvement but still dealing with symptoms. I was prescribed Propranolol for migraine.	4	March 07, 2020	190
2914	Trimethoprim	UTI	Highly recommend to anyone dealing with this condition. I was prescribed Trimethoprim for uti.	7	October 28, 2022	43
2915	Montelukast	Asthma	Been taking for months with consistent positive results. I was prescribed Montelukast for asthma.	7	May 13, 2015	169
2916	Lithium	Bipolar Disorder	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Lithium for bipolar disorder.	10	April 18, 2021	88
2917	Fluoxetine	Depression	No major complaints but no major improvements either. I was prescribed Fluoxetine for depression.	5	December 09, 2020	94
2918	Fexofenadine	Allergies	Very effective treatment. I was prescribed Fexofenadine for allergies.	7	January 24, 2020	172
2919	Levothyroxine	Hypothyroidism	Some improvement but still dealing with symptoms. I was prescribed Levothyroxine for hypothyroidism.	6	January 03, 2022	149
2920	Isotretinoin	Acne	Changed my life for the better. Finally feel normal again. I was prescribed Isotretinoin for acne.	9	November 03, 2019	106
2921	Losartan	High Blood Pressure	Been on this for a while. Seems to help somewhat. I was prescribed Losartan for high blood pressure.	4	July 03, 2020	60
2922	Fluticasone	Asthma	Been taking for months with consistent positive results. I was prescribed Fluticasone for asthma.	7	October 22, 2021	31
2923	Diazepam	Anxiety	Some improvement but still dealing with symptoms. I was prescribed Diazepam for anxiety.	5	May 15, 2017	28
2924	Quetiapine	Bipolar Disorder	Some improvement but still dealing with symptoms. I was prescribed Quetiapine for bipolar disorder.	5	October 13, 2016	196
2925	Budesonide	Asthma	Average medication. Does what it is supposed to do. I was prescribed Budesonide for asthma.	6	June 10, 2017	107
2926	Levofloxacin	Pneumonia	Average medication. Does what it is supposed to do. I was prescribed Levofloxacin for pneumonia.	6	January 27, 2019	161
2927	Hydroxyzine	Anxiety	Been on this for a while. Seems to help somewhat. I was prescribed Hydroxyzine for anxiety.	5	January 02, 2021	136
2928	Fluticasone	Asthma	Results are hit or miss. Some days are better than others. I was prescribed Fluticasone for asthma.	6	July 19, 2020	193
2929	Synthroid	Hypothyroidism	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Synthroid for hypothyroidism.	9	October 04, 2016	45
2930	Montelukast	Asthma	This medication has been a lifesaver. I was prescribed Montelukast for asthma.	8	December 21, 2020	85
2931	Armour Thyroid	Hypothyroidism	Works well with minimal side effects. I was prescribed Armour Thyroid for hypothyroidism.	8	April 20, 2019	148
2932	Ezetimibe	High Cholesterol	Results are hit or miss. Some days are better than others. I was prescribed Ezetimibe for high cholesterol.	4	February 12, 2017	162
2933	Amlodipine	High Blood Pressure	Made my condition worse. Would not recommend. I was prescribed Amlodipine for high blood pressure.	3	November 02, 2021	158
2934	Phentermine	Obesity	Changed my life for the better. Finally feel normal again. I was prescribed Phentermine for obesity.	8	May 26, 2021	187
2935	Atorvastatin	High Cholesterol	Very effective treatment. I was prescribed Atorvastatin for high cholesterol.	8	November 02, 2021	63
2936	Benzoyl Peroxide	Acne	Works well with minimal side effects. I was prescribed Benzoyl Peroxide for acne.	9	February 25, 2019	5
2937	Doxycycline	Pneumonia	Been on this for a while. Seems to help somewhat. I was prescribed Doxycycline for pneumonia.	4	September 25, 2020	49
2938	Benzoyl Peroxide	Acne	Average medication. Does what it is supposed to do. I was prescribed Benzoyl Peroxide for acne.	5	February 09, 2023	61
2939	Benzoyl Peroxide	Acne	Too many side effects. Had to switch medications. I was prescribed Benzoyl Peroxide for acne.	1	August 14, 2018	33
2940	Cetirizine	Allergies	It works okay but nothing spectacular. I was prescribed Cetirizine for allergies.	5	April 27, 2017	147
2941	Liothyronine	Hypothyroidism	Great results overall. I was prescribed Liothyronine for hypothyroidism.	8	September 01, 2022	154
2942	Armour Thyroid	Hypothyroidism	Some improvement but still dealing with symptoms. I was prescribed Armour Thyroid for hypothyroidism.	4	March 04, 2020	128
2943	Hydroxyzine	Anxiety	I noticed improvement within the first week. I was prescribed Hydroxyzine for anxiety.	7	September 29, 2017	118
2944	Sertraline	Depression	No major complaints but no major improvements either. I was prescribed Sertraline for depression.	5	May 13, 2015	174
2945	Ezetimibe	High Cholesterol	Results are hit or miss. Some days are better than others. I was prescribed Ezetimibe for high cholesterol.	6	October 16, 2015	200
2946	Simvastatin	High Cholesterol	Not worth the side effects. Very disappointed. I was prescribed Simvastatin for high cholesterol.	3	May 10, 2016	183
2947	Azithromycin	Pneumonia	Results are hit or miss. Some days are better than others. I was prescribed Azithromycin for pneumonia.	6	May 23, 2020	185
2948	Januvia	Diabetes Type 2	Caused severe headaches and nausea. I was prescribed Januvia for diabetes type 2.	1	February 18, 2023	196
2949	Januvia	Diabetes Type 2	Results are hit or miss. Some days are better than others. I was prescribed Januvia for diabetes type 2.	5	January 14, 2023	130
2950	Liothyronine	Hypothyroidism	Did not work for me at all. Waste of money. I was prescribed Liothyronine for hypothyroidism.	1	February 29, 2016	37
2951	Ambien	Insomnia	I noticed improvement within the first week. I was prescribed Ambien for insomnia.	9	February 10, 2019	105
